owner_slug,owner_name,owner_team,transaction_id,amount,donation_date,donation_status,recipient_committee_name,recipient_candidate_name,bill_id,sponsor_role,legislator_bioguide,legislator_name,legislator_party,legislator_state
angelos-john-p,John P. Angelos,Baltimore Orioles,SA11AI_523540196,6600.0,2023-03-31,CONFIRMED,ACTBLUE,,115-hr-811,cosponsor,R000606,Jamie Raskin,Democrat,MD
